,cons.price.idx,subscribe,summer,euribor3m,n_campaign,cons.conf.idx,contacted,winter,spring,emp.var.rate,age_mean,client_id,nr.employed,previous,job_binned_services + blue_collar,job_binned_technician + misc. level pos. + management + admin.,marital_married,marital_single,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,default_unknown,housing_yes,loan_yes,contact_telephone,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,age_dist_Age_31_to_36,age_dist_Age_36_to_41,age_dist_Age_41_to_50,age_dist_Age_gt_50
29,92.89299999999999,0,0,1.2590000000000001,1,-46.2,0,0,1,-1.8,1,64,5099.1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,92.649,1,0,0.715,1,-30.1,1,0,0,-3.4,1,66,5017.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31,93.91799999999999,0,1,4.962,1,-42.7,0,0,0,1.4,1,67,5228.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
32,93.91799999999999,0,1,4.962,1,-42.7,0,0,0,1.4,1,68,5228.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
33,94.465,0,1,4.864,1,-41.8,0,0,0,1.4,0,70,5228.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
34,93.444,0,1,4.963,1,-36.1,0,0,0,1.4,1,73,5228.1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
35,94.465,0,1,4.962,1,-41.8,0,0,0,1.4,1,74,5228.1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
36,92.963,0,1,1.262,0,-40.8,0,0,0,-2.9,0,79,5076.2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
37,93.075,0,0,1.405,0,-47.1,0,0,1,-1.8,0,80,5099.1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0
38,92.37899999999999,1,0,0.8190000000000001,0,-29.8,0,0,0,-3.4,0,81,5017.5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
39,93.91799999999999,0,1,4.963,1,-42.7,0,0,0,1.4,0,83,5228.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40,94.465,0,1,4.864,1,-41.8,0,0,0,1.4,1,84,5228.1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
41,92.89299999999999,0,0,1.2990000000000002,1,-46.2,0,0,1,-1.8,1,87,5099.1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42,92.89299999999999,0,0,1.266,0,-46.2,0,0,1,-1.8,0,95,5099.1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,94.465,0,1,4.967,0,-41.8,0,0,0,1.4,0,97,5228.1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
44,94.465,0,1,4.958,0,-41.8,0,0,0,1.4,1,98,5228.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
45,93.444,0,1,4.963,0,-36.1,0,0,0,1.4,0,112,5228.1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,94.465,0,1,4.96,1,-41.8,0,0,0,1.4,0,113,5228.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
47,93.994,0,0,4.8580000000000005,1,-36.4,0,0,1,1.1,1,118,5191.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
48,93.994,0,0,4.857,1,-36.4,0,0,1,1.1,1,121,5191.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
49,93.075,1,0,1.365,1,-47.1,0,0,1,-1.8,1,125,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
50,93.91799999999999,0,1,4.958,1,-42.7,0,0,0,1.4,0,127,5228.1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
51,92.89299999999999,0,0,1.3130000000000002,1,-46.2,0,0,1,-1.8,1,129,5099.1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
52,92.89299999999999,1,0,1.291,1,-46.2,0,0,1,-1.8,1,133,5099.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
53,93.444,0,1,4.965,1,-36.1,0,0,0,1.4,1,134,5228.1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
54,94.465,0,1,4.961,1,-41.8,0,0,0,1.4,1,136,5228.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
55,92.89299999999999,0,0,1.334,0,-46.2,0,0,1,-1.8,0,139,5099.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
56,92.89299999999999,0,0,1.281,0,-46.2,0,0,1,-1.8,1,141,5099.1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
57,93.994,0,0,4.8580000000000005,0,-36.4,0,0,1,1.1,1,144,5191.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
58,92.89299999999999,0,0,1.25,1,-46.2,0,0,1,-1.8,1,145,5099.1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
59,94.055,1,1,0.754,0,-39.8,1,0,0,-1.7,0,148,4991.6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
60,93.075,0,0,1.405,0,-47.1,0,0,1,-1.8,1,151,5099.1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
61,93.075,0,0,1.405,0,-47.1,0,0,1,-1.8,0,155,5099.1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
62,94.465,0,1,4.961,1,-41.8,0,0,0,1.4,0,156,5228.1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
63,93.91799999999999,0,1,4.96,1,-42.7,0,0,0,1.4,0,158,5228.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
64,92.89299999999999,0,0,1.2990000000000002,0,-46.2,0,0,1,-1.8,1,161,5099.1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
65,93.994,0,0,4.857,0,-36.4,0,0,1,1.1,0,162,5191.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
66,93.994,0,0,4.859,0,-36.4,0,0,1,1.1,1,167,5191.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
67,92.89299999999999,0,0,1.25,0,-46.2,0,0,1,-1.8,0,168,5099.1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,93.994,0,0,4.855,0,-36.4,0,0,1,1.1,0,173,5191.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
69,93.994,0,0,4.859,0,-36.4,0,0,1,1.1,0,175,5191.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
70,93.444,0,1,4.9639999999999995,1,-36.1,0,0,0,1.4,1,176,5228.1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
71,94.199,1,0,0.879,1,-37.5,0,0,0,-1.1,1,177,4963.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
72,93.994,0,0,4.864,1,-36.4,0,0,1,1.1,0,179,5191.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
73,93.2,0,0,4.1530000000000005,0,-42.0,0,0,0,-0.1,1,180,5195.8,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
74,93.994,0,0,4.86,0,-36.4,0,0,1,1.1,1,183,5191.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
75,93.2,0,0,4.0760000000000005,0,-42.0,0,0,0,-0.1,0,188,5195.8,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
76,93.994,0,0,4.856,0,-36.4,0,0,1,1.1,0,189,5191.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
77,93.2,0,0,4.021,0,-42.0,0,0,0,-0.1,1,190,5195.8,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
78,92.89299999999999,0,0,1.266,0,-46.2,0,0,1,-1.8,1,191,5099.1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
79,92.89299999999999,0,0,1.3130000000000002,1,-46.2,0,0,1,-1.8,0,193,5099.1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,92.89299999999999,0,0,1.25,1,-46.2,0,0,1,-1.8,1,198,5099.1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
81,93.444,0,1,4.963,0,-36.1,0,0,0,1.4,0,200,5228.1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
82,93.994,0,0,4.859,0,-36.4,0,0,1,1.1,0,201,5191.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
83,93.2,0,0,4.191,0,-42.0,0,0,0,-0.1,1,205,5195.8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
84,93.91799999999999,0,1,4.961,1,-42.7,0,0,0,1.4,0,210,5228.1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
85,92.431,1,0,0.7240000000000001,0,-26.9,1,0,0,-3.4,1,213,5017.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
86,92.89299999999999,0,0,1.266,1,-46.2,0,0,1,-1.8,0,218,5099.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
87,94.465,0,1,4.865,1,-41.8,0,0,0,1.4,1,220,5228.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
88,93.91799999999999,0,1,4.963,1,-42.7,0,0,0,1.4,0,221,5228.1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
89,92.84299999999999,0,0,1.531,0,-50.0,0,0,1,-1.8,0,224,5099.1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90,93.369,1,0,0.652,0,-34.8,1,0,1,-1.8,0,226,5008.7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
91,94.465,0,1,4.962,1,-41.8,0,0,0,1.4,1,228,5228.1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
92,92.89299999999999,0,0,1.266,1,-46.2,0,0,1,-1.8,1,231,5099.1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
93,93.075,0,0,1.445,1,-47.1,0,0,1,-1.8,0,233,5099.1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
94,93.749,0,0,0.6629999999999999,1,-34.6,1,0,1,-1.8,0,235,5008.7,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
95,92.37899999999999,0,0,0.8190000000000001,0,-29.8,0,0,0,-3.4,0,236,5017.5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
96,92.89299999999999,1,0,1.264,0,-46.2,0,0,1,-1.8,1,238,5099.1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
97,93.994,0,0,4.86,1,-36.4,0,0,1,1.1,0,239,5191.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
98,93.91799999999999,0,1,4.96,0,-42.7,0,0,0,1.4,0,246,5228.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
99,93.91799999999999,0,1,4.957,1,-42.7,0,0,0,1.4,0,247,5228.1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
100,94.465,0,1,4.96,0,-41.8,0,0,0,1.4,0,249,5228.1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
101,93.075,0,0,1.479,0,-47.1,0,0,1,-1.8,0,252,5099.1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,92.89299999999999,0,0,1.344,1,-46.2,0,0,1,-1.8,0,253,5099.1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
103,93.444,0,1,4.968,1,-36.1,0,0,0,1.4,0,255,5228.1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
104,92.89299999999999,0,0,1.281,0,-46.2,0,0,1,-1.8,1,259,5099.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
105,93.444,0,1,4.965,1,-36.1,0,0,0,1.4,1,260,5228.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
106,93.994,0,0,4.856,1,-36.4,0,0,1,1.1,1,261,5191.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
107,93.2,0,0,4.1530000000000005,0,-42.0,0,0,0,-0.1,1,263,5195.8,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
108,92.963,1,1,1.262,0,-40.8,0,0,0,-2.9,1,265,5076.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
109,92.89299999999999,0,0,1.291,1,-46.2,0,0,1,-1.8,0,269,5099.1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
110,92.89299999999999,0,0,1.3130000000000002,0,-46.2,0,0,1,-1.8,0,271,5099.1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
111,93.994,0,0,4.856,0,-36.4,0,0,1,1.1,1,274,5191.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
112,93.91799999999999,0,1,4.957,0,-42.7,0,0,0,1.4,0,275,5228.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,93.994,0,0,4.856,0,-36.4,0,0,1,1.1,0,277,5191.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
114,93.994,0,0,4.8580000000000005,1,-36.4,0,0,1,1.1,0,279,5191.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
115,93.91799999999999,0,1,4.961,1,-42.7,0,0,0,1.4,0,280,5228.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
116,93.994,0,0,4.857,1,-36.4,0,0,1,1.1,1,281,5191.0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
117,93.444,0,1,4.963,0,-36.1,0,0,0,1.4,0,283,5228.1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
118,93.994,0,0,4.856,0,-36.4,0,0,1,1.1,1,284,5191.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
119,94.465,0,1,4.865,0,-41.8,0,0,0,1.4,1,286,5228.1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
120,93.994,0,0,4.856,0,-36.4,0,0,1,1.1,1,293,5191.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
121,93.444,0,1,4.97,0,-36.1,0,0,0,1.4,0,296,5228.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
122,93.075,0,0,1.365,0,-47.1,0,0,1,-1.8,0,299,5099.1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
123,93.444,0,1,4.966,1,-36.1,0,0,0,1.4,0,300,5228.1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
124,94.465,0,1,4.959,1,-41.8,0,0,0,1.4,1,303,5228.1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
125,93.91799999999999,0,1,4.96,1,-42.7,0,0,0,1.4,0,308,5228.1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
126,92.89299999999999,0,0,1.25,1,-46.2,0,0,1,-1.8,0,309,5099.1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
127,92.89299999999999,0,0,1.334,1,-46.2,0,0,1,-1.8,0,314,5099.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
128,93.075,0,0,1.41,1,-47.1,0,0,1,-1.8,0,317,5099.1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
129,93.91799999999999,0,1,4.962,1,-42.7,0,0,0,1.4,0,318,5228.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
130,93.91799999999999,0,1,4.968,1,-42.7,0,0,0,1.4,0,319,5228.1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
131,93.444,0,1,4.967,1,-36.1,0,0,0,1.4,0,324,5228.1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
132,93.91799999999999,0,1,4.961,1,-42.7,0,0,0,1.4,1,326,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
133,93.2,0,0,4.0760000000000005,1,-42.0,0,0,0,-0.1,1,333,5195.8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
134,92.89299999999999,0,0,1.25,0,-46.2,0,0,1,-1.8,0,335,5099.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,93.2,0,0,4.0760000000000005,1,-42.0,0,0,0,-0.1,1,337,5195.8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
136,93.994,0,0,4.857,1,-36.4,0,0,1,1.1,0,338,5191.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
137,93.075,1,0,1.365,0,-47.1,0,0,1,-1.8,1,341,5099.1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
138,93.2,0,0,4.1530000000000005,1,-42.0,0,0,0,-0.1,0,346,5195.8,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
139,93.994,0,0,4.857,1,-36.4,0,0,1,1.1,0,348,5191.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
140,93.994,0,0,4.864,0,-36.4,0,0,1,1.1,0,349,5191.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
141,92.89299999999999,0,0,1.27,0,-46.2,0,0,1,-1.8,1,352,5099.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
142,93.91799999999999,0,1,4.963,1,-42.7,0,0,0,1.4,1,353,5228.1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
143,94.465,0,1,4.865,1,-41.8,0,0,0,1.4,1,354,5228.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
